Once Upon a Time in America,"$5,321,508"
Love Letters,"$5,269,990"
The Hotel New Hampshire,"$5,142,858"
American Dreamer,"$5,021,751"
No Small Affair,"$4,994,094"
Stop Making Sense,"$4,949,438"
Harry & Son,"$4,864,980"
"Grandview, U.S.A.","$4,743,119"
C.H.U.D.,"$4,654,423"
Making the Grade,"$4,561,346"
This Is Spinal Tap,"$4,491,645"
Joy of Sex,"$4,463,841"
Mrs. Soffel,"$4,385,312"
Until September,"$4,239,154"
Pete's Dragon1984 Re-release,"$4,100,000"
Entre Nous,"$3,974,975"
Flashpoint,"$3,854,833"
Cheech & Chong's: The Corsican Brothers,"$3,772,785"
Exterminator 2,"$3,739,406"
The Brother from Another Planet,"$3,677,209"
"Careful, He Might Hear You","$2,938,179"
Crimes of Passion,"$2,912,945"
The Warrior and the Sorceress,"$2,886,225"
Phar Lap,"$2,878,404"
Impulse,"$2,773,433"
The Bear,"$2,687,148"
Under the Volcano,"$2,556,800"
"Silent Night, Deadly Night","$2,491,460"
Choose Me,"$2,490,233"
Stranger Than Paradise,"$2,436,000"
A Sunday in the Country,"$2,411,143"
Electric Dreams,"$2,193,612"
"Paris, Texas","$2,181,987"
Purple Hearts,"$2,075,282"
The Buddy System,"$1,820,049"
Body Rock,"$1,689,501"
Misunderstood,"$1,525,532"
Garbo Talks,"$1,493,782"
Finders Keepers,"$1,467,396"
Birdy,"$1,455,045"
Sahara,"$1,402,962"
Gabriela,"$1,318,839"
A Christmas Story1984 Re-release,"$1,311,065"
The River Rat,"$1,142,944"
Mike's Murder,"$1,059,966"
Comfort and Joy,"$1,057,368"
The Bostonians,"$1,009,700"
The Power,"$929,162"
Songwriter,"$865,915"
Scandalous,"$526,805"
Windy City,"$343,890"
The Stone Boy,"$261,033"
Champions,"$200,498"
Razorback,"$150,140"
Heartbreakers,"$148,750"
Crackers,"$129,268"
Repo Man,"$129,000"
Eureka,"$123,572"
Slayground,"$108,128"
Back to the Future,"$210,609,762"
Rambo: First Blood Part II,"$150,415,432"
Rocky IV,"$127,873,716"
The Color Purple,"$94,175,854"
Out of Africa,"$87,071,205"
Cocoon,"$76,113,124"
The Jewel of the Nile,"$75,973,200"
Witness,"$68,706,993"
The Goonies,"$61,389,680"
Spies Like Us,"$60,088,980"
Police Academy 2: Their First Assignment,"$55,600,000"
Fletch,"$50,612,888"
A View to a Kill,"$50,327,960"
National Lampoon's European Vacation,"$49,364,621"
Mask,"$48,230,162"
The Breakfast Club,"$45,875,171"
White Nights,"$42,160,849"
Pale Rider,"$41,410,568"
Pee-wee's Big Adventure,"$40,940,662"
Brewster's Millions,"$40,833,132"
E.T. the Extra-Terrestrial1985 Re-release,"$40,607,502"
Jagged Edge,"$40,491,165"
St. Elmo's Fire,"$37,803,872"
Mad Max Beyond Thunderdome,"$36,230,219"
Commando,"$35,100,000"
Teen Wolf,"$33,086,611"
One Hundred and One Dalmatians1985 Re-release,"$33,049,729"
Silverado,"$32,192,570"
Murphy's Romance,"$30,867,525"
A Nightmare on Elm Street 2: Freddy's Revenge,"$29,999,213"
Desperately Seeking Susan,"$27,398,584"
Prizzi's Honor,"$26,657,534"
The Last Dragon,"$25,754,284"
Agnes of God,"$25,627,836"
Fright Night,"$24,922,237"
Summer Rental,"$24,689,703"
The Emerald Forest,"$24,468,550"
Weird Science,"$23,834,048"
Santa Claus: The Movie,"$23,717,291"
The Care Bears Movie,"$22,934,622"
Friday the 13th: A New Beginning,"$21,930,418"
The Black Cauldron,"$21,288,692"
Porky's Revenge,"$20,518,905"
Code of Silence,"$20,345,361"
Volunteers,"$19,875,740"
Young Sherlock Holmes,"$19,739,575"
Year of the Dragon,"$18,707,466"
Ladyhawke,"$18,432,000"
The Sure Thing,"$18,135,531"
Invasion U.S.A.,"$17,536,256"
To Live and Die in L.A.,"$17,307,019"
The Falcon and the Snowman,"$17,130,087"
Kiss of the Spider Woman,"$17,005,229"
Death Wish 3,"$16,116,878"
King Solomon's Mines,"$15,057,465"
Baby: Secret of the Lost Legend,"$14,972,297"
Clue,"$14,643,997"
Remo Williams: The Adventure Begins,"$14,393,902"
The Return of the Living Dead,"$14,237,880"
A Chorus Line,"$14,202,899"
Tomboy,"$14,100,000"
Follow That Bird,"$13,961,370"
One Magic Christmas,"$13,677,222"
Cat's Eye,"$13,086,298"
Vision Quest,"$12,993,175"
Real Genius,"$12,952,019"
Perfect,"$12,918,858"
Compromising Positions,"$12,531,831"
Silver Bullet,"$12,361,866"
Enemy Mine,"$12,303,411"
Lifeforce,"$11,603,545"
Just One of the Guys,"$11,528,900"
Star Wars: Episode VI - Return of the Jedi1985 Re-release,"$11,252,123"
Return to Oz,"$11,137,801"
Krush Groove,"$11,052,713"
Gotcha!,"$10,806,919"
Missing in Action 2: The Beginning,"$10,755,447"
The Purple Rose of Cairo,"$10,631,333"
Moving Violations,"$10,627,754"
After Hours,"$10,609,321"
American Ninja,"$10,499,694"
Better Off Dead...,"$10,297,601"
Lost in America,"$10,179,000"
Once Bitten,"$10,000,000"
Brazil,"$9,929,135"
Explorers,"$9,873,044"
The Journey of Natty Gann,"$9,708,373"
Ghostbusters1985 Re-release,"$9,389,135"
Tuff Turf,"$9,369,329"
Sweet Dreams,"$9,085,049"
Target,"$9,023,199"
Mischief,"$8,692,426"
The Man with One Red Shoe,"$8,645,411"
That Was Then... This Is Now,"$8,630,068"
Secret Admirer,"$8,622,757"
Stick,"$8,489,518"
Twice in a Lifetime,"$8,402,424"
Fantasia1985 Re-release,"$8,194,726"
D.A.R.Y.L.,"$7,840,873"
Runaway Train,"$7,683,620"
He-Man and She-Ra: The Secret of the Sword,"$7,660,857"
Into the Night,"$7,562,164"
The Trip to Bountiful,"$7,491,903"
Transylvania 6-5000,"$7,196,872"
Red Sonja,"$6,948,633"
Here Come the Littles,"$6,565,359"
Girls Just Want to Have Fun,"$6,326,051"
Plenty,"$6,148,000"
Rustlers' Rhapsody,"$6,090,497"
Heaven Help Us,"$6,070,794"
Gymkata,"$5,730,596"
Avenging Angel,"$5,622,787"
Creator,"$5,349,607"
King David,"$5,111,099"
Day of the Dead,"$5,000,000"
Gremlins1985 Re-release,"$4,914,643"
Rainbow Brite and the Star Stealer,"$4,889,971"
The Company of Wolves,"$4,389,334"
The Mean Season,"$4,349,446"
That's Dancing!,"$4,210,938"
My Science Project,"$4,122,748"
Godzilla 1985,"$4,116,395"
The Heavenly Kid,"$3,852,271"
Ran,"$3,607,393"
Turk 182,"$3,594,997"
The Bride,"$3,558,669"
Starchaser: The Legend of Orin,"$3,360,800"
Fraternity Vacation,"$3,333,306"
The Legend of Billie Jean,"$3,099,497"
Rappin',"$2,864,844"
Fast Forward,"$2,791,350"
Hot Moves,"$2,732,684"
Bad Medicine,"$2,685,453"
Maxie,"$2,564,278"
A Private Function,"$2,527,088"
Marie,"$2,507,995"
Dance with a Stranger,"$2,174,622"
Blood Simple,"$2,150,000"
The Quiet Earth,"$2,123,135"
Re-Animator,"$2,023,414"
Warning Sign,"$1,918,117"
Bring on the Night,"$1,890,571"
The Slugger's Wife,"$1,878,561"
Heavenly Bodies,"$1,839,623"
American Flyers,"$1,420,355"
Certain Fury,"$1,381,091"
The Perils of Gwendoline in the Land of the Yik Yak,"$1,337,274"
The Aviator,"$1,304,192"
Wetherby,"$1,299,985"
Dreamchild,"$1,215,923"
DEFCON-4,"$1,057,064"
The Protector,"$981,817"
The Hit,"$876,775"
Fool for Love,"$836,156"
Lust in the Dust,"$727,639"
Pumping Iron II: The Women,"$628,050"
Fever Pitch,"$618,847"
Code Name: Emerald,"$561,548"
Joshua Then and Now,"$542,420"
Morons from Outer Space,"$441,137"
Mishima: A Life in Four Chapters,"$437,547"
The Holcroft Covenant,"$393,825"
Subway,"$390,659"
Sylvester,"$385,687"
Movers & Shakers,"$372,438"
Revolution,"$358,574"
Private Resort,"$331,816"
Eleni,"$305,102"
The New Kids,"$199,108"
The Bay Boy,"$162,364"
The Doctor and the Devils,"$147,070"
Petit Con,"$127,426"
Almost You,"$95,000"
Fandango,"$91,666"
Wild Geese II,"$69,342"
The Official Story,"$29,426"
Trouble in Mind,"$19,632"
Smooth Talk,"$16,785"
When Father Was Away on Business,"$16,131"
Colonel Redl,"$2,357"
Top Gun,"$176,781,728"
Crocodile Dundee,"$174,803,506"
Platoon,"$138,530,565"
The Karate Kid Part II,"$115,103,979"
Star Trek IV: The Voyage Home,"$109,713,132"
Back to School,"$91,258,000"
Aliens,"$85,160,248"
The Golden Child,"$79,817,937"
Ruthless People,"$71,624,879"
Ferris Bueller's Day Off,"$70,136,369"
Down and Out in Beverly Hills,"$62,134,225"
The Color of Money,"$52,293,982"
Stand by Me,"$52,287,414"
Legal Eagles,"$49,851,591"
Cobra,"$49,042,224"
An American Tail,"$47,483,002"
Police Academy 3: Back in Training,"$43,579,163"
Heartbreak Ridge,"$42,724,017"
Peggy Sue Got Married,"$41,382,841"
Poltergeist II: The Other Side,"$40,996,665"
Short Circuit,"$40,697,761"
Pretty in Pink,"$40,471,663"
The Fly,"$40,456,565"
Three Amigos!,"$39,246,734"
Little Shop of Horrors,"$38,748,395"
About Last Night,"$38,702,310"
Running Scared,"$38,500,726"
The Money Pit,"$37,499,651"
Gung Ho,"$36,611,610"
Hannah and Her Sisters,"$35,392,203"
Nothing in Common,"$32,324,557"
Children of a Lesser God,"$31,853,080"
Lady and the Tramp1986 Re-release,"$31,129,082"
Jumpin' Jack Flash,"$29,844,101"
Hoosiers,"$28,607,524"
Soul Man,"$27,820,000"
Wildcats,"$26,285,544"
The Great Mouse Detective,"$25,336,794"
Heartburn,"$25,314,189"
The Morning After,"$25,147,055"
Iron Eagle,"$24,159,872"
Crimes of the Heart,"$22,905,522"
Tough Guys,"$21,458,229"
A Room with a View,"$20,966,644"
F/X,"$20,603,715"
Friday the 13th Part VI: Jason Lives,"$19,472,057"
House,"$19,444,631"
Flight of the Navigator,"$18,564,613"
"Jo Jo Dancer, Your Life Is Calling","$18,034,150"
The Delta Force,"$17,768,900"
Song of the South1986 Re-release,"$17,659,346"
The Mission,"$17,218,023"
Howard the Duck,"$16,295,774"
Raw Deal,"$16,209,459"
Armed and Dangerous,"$15,945,534"
Legend,"$15,502,112"
Youngblood,"$15,448,384"
Sleeping Beauty1986 Re-release,"$15,120,195"
Psycho III,"$14,481,606"
The Mosquito Coast,"$14,302,779"
Sweet Liberty,"$14,205,021"
One Crazy Summer,"$13,431,806"
Extremities,"$13,418,091"
Critters,"$13,167,232"
April Fool's Day,"$12,947,763"
Labyrinth,"$12,729,917"
Club Paradise,"$12,308,521"
No Mercy,"$12,303,904"
Brighton Beach Memoirs,"$11,957,943"
Firewalker,"$11,949,484"
Big Trouble in Little China,"$11,100,000"
Under the Cherry Moon,"$10,090,429"
Murphy's Law,"$9,947,631"
SpaceCamp,"$9,697,739"
Deadly Friend,"$8,988,731"
Manhunter,"$8,620,929"
Blue Velvet,"$8,551,228"
Care Bears Movie II: A New Generation,"$8,540,346"
Wise Guys,"$8,475,466"
Something Wild,"$8,362,969"
Lucas,"$8,200,000"
Haunted Honeymoon,"$8,033,397"
The Texas Chainsaw Massacre 2,"$8,025,872"
The Best of Times,"$7,790,931"
Quicksilver,"$7,634,909"
Maximum Overdrive,"$7,433,663"
Witchboard,"$7,369,373"
The Boy Who Could Fly,"$7,177,431"
The Name of the Rose,"$7,153,487"
She's Gotta Have It,"$7,137,502"
Blue City,"$6,947,787"
Trick or Treat,"$6,797,218"
9½ Weeks,"$6,735,922"
Black Moon Rising,"$6,637,565"
Just Between Friends,"$6,408,791"
A Fine Mess,"$6,029,824"
My Little Pony: The Movie,"$5,958,456"
Highlander,"$5,900,000"
The Transformers: The Movie,"$5,849,647"
The Hitcher,"$5,844,868"
Crossroads,"$5,839,031"
Mona Lisa,"$5,794,184"
Troll,"$5,450,815"
52 Pick-Up,"$5,186,646"
Out of Bounds,"$5,099,316"
Vamp,"$4,941,117"
Invaders from Mars,"$4,884,663"
Band of the Hand,"$4,865,912"
American Anthem,"$4,845,724"
Off Beat,"$4,842,778"
My Chauffeur,"$4,781,448"
Violets Are Blue...,"$4,743,287"
King Kong Lives,"$4,711,220"
Avenging Force,"$4,679,650"
"No Retreat, No Surrender","$4,662,137"
Fire with Fire,"$4,636,169"
Eliminators,"$4,601,256"
That's Life!,"$4,079,895"
Tai-Pan,"$4,007,250"
The Manhattan Project,"$3,900,000"
Power,"$3,800,000"
The Wraith,"$3,500,000"
Head Office,"$3,393,807"
Born American,"$3,388,020"
'Round Midnight,"$3,272,593"
The Naked Cage,"$3,136,701"
Bullies,"$2,995,527"
Sid and Nancy,"$2,826,523"
Deadtime Stories,"$2,750,741"
Playing for Keeps,"$2,669,366"
Heathcliff: The Movie,"$2,610,686"
The Men's Club,"$2,556,361"
Streets of Gold,"$2,546,238"
True Stories,"$2,545,142"
Reform School Girls,"$2,510,433"
P.O.W. the Escape,"$2,497,233"
Desert Hearts,"$2,492,088"
My Beautiful Laundrette,"$2,451,545"
"Hey There, It's Yogi Bear","$2,438,233"
Dangerously Close,"$2,390,525"
At Close Range,"$2,347,000"
Shanghai Surprise,"$2,315,683"
Sky Bandits,"$2,295,500"
Nomads,"$2,278,264"
Turtle Diary,"$2,156,772"
Three Men and a Cradle,"$2,052,466"
Rad,"$2,015,882"
Betty Blue,"$2,003,822"
The Clan of the Cave Bear,"$1,953,732"
Jake Speed,"$1,943,751"
The Decline of the American Empire,"$1,902,706"
Quiet Cool,"$1,900,000"
Link,"$1,720,450"
Pirates,"$1,641,825"
Solarbabies,"$1,579,260"
Salvador,"$1,500,000"
Clockwise,"$1,476,356"
Down by Law,"$1,435,668"
GoBots: Battle of the Rock Lords,"$1,338,264"
8 Million Ways to Die,"$1,305,114"
Native Son,"$1,301,121"
The Adventures of the American Rabbit,"$1,268,443"
From Beyond,"$1,261,000"
Water,"$1,256,862"
Touch and Go,"$1,254,040"
Home of the Brave: A Film by Laurie Anderson,"$1,250,000"
Belizaire the Cajun,"$1,142,243"
Half Moon Street,"$1,131,399"
Absolute Beginners,"$930,211"
Marlene,"$852,676"
The Adventures of Mark Twain,"$849,915"
Ginger & Fred,"$837,623"
Nutcracker,"$781,727"
Defense of the Realm,"$750,000"
Where the River Runs Black,"$676,166"
Modern Girls,"$604,849"
Knights of the City,"$601,451"
Code Name: Wild Geese,"$600,000"
Night of the Creeps,"$591,366"
Nobody's Fool,"$563,358"
The Assault,"$512,403"
Dream Lover,"$502,237"
"'night, Mother","$441,863"
Desert Bloom,"$416,393"
Weekend Warriors,"$351,623"
La Cage aux Folles 3: The Wedding,"$345,280"
TerrorVision,"$320,256"
Every Time We Say Goodbye,"$278,623"
Lady Jane,"$277,646"
Willy/Milly,"$277,405"
The Boy in Blue,"$275,000"
The Gospel According to Vic,"$267,249"
Radioactive Dreams,"$220,038"
The Girl in the Picture,"$202,428"
Let's Get Harry,"$140,980"
Stewardess School,"$136,158"
Jocks,"$120,808"
Stripper,"$90,000"
16 Days of Glory,"$83,857"
Hardbodies 2,"$78,068"
Three Men and a Baby,"$167,780,960"
Fatal Attraction,"$156,645,693"
Beverly Hills Cop II,"$153,665,036"
"Good Morning, Vietnam","$123,922,370"
Moonstruck,"$80,640,528"
The Untouchables,"$76,270,454"
The Secret of My Success,"$66,995,879"
Stakeout,"$65,673,233"
Lethal Weapon,"$65,207,127"
The Witches of Eastwick,"$63,766,510"
Dirty Dancing,"$63,446,382"
Predator,"$59,735,548"
Throw Momma from the Train,"$57,915,972"
Dragnet,"$57,387,516"
La Bamba,"$54,215,416"
RoboCop,"$53,424,681"
Outrageous Fortune,"$52,864,741"
Broadcast News,"$51,249,404"
The Living Daylights,"$51,185,897"
Eddie Murphy: Raw,"$50,504,655"
"Planes, Trains & Automobiles","$49,530,280"
Snow White and the Seven Dwarfs1987 Re-release,"$46,594,212"
Full Metal Jacket,"$46,357,676"
A Nightmare on Elm Street 3: Dream Warriors,"$44,793,222"
The Last Emperor,"$43,984,230"
Wall Street,"$43,848,069"
Mannequin,"$42,721,196"
Roxanne,"$40,050,884"
Blind Date,"$39,321,715"
The Running Man,"$38,122,105"
Spaceballs,"$38,119,483"
Summer School,"$35,659,098"
No Way Out,"$35,509,515"
Like Father Like Son,"$34,377,585"
Adventures in Babysitting,"$34,368,475"
Cinderella1987 Re-release,"$34,101,149"
*batteries not included,"$32,945,797"
The Lost Boys,"$32,222,567"
Can't Buy Me Love,"$31,623,833"
Nuts,"$30,950,002"
The Princess Bride,"$30,857,814"
Revenge of the Nerds II: Nerds in Paradise,"$30,063,289"
Harry and the Hendersons,"$29,760,613"
Police Academy 4: Citizens on Patrol,"$28,061,343"
Overboard,"$26,713,187"
Baby Boom,"$26,712,476"
Innerspace,"$25,893,810"
Tin Men,"$25,411,386"
Black Widow,"$25,205,460"
Ernest Goes to Camp,"$23,509,382"
Raising Arizona,"$22,847,564"
Benji the Hunted,"$22,257,624"
Empire of the Sun,"$22,238,696"
Jaws: The Revenge,"$20,763,013"
Hello Again,"$20,419,446"
Critical Condition,"$20,240,502"
The Principal,"$19,734,940"
Suspect,"$18,782,400"
The Believers,"$18,753,438"
Some Kind of Wonderful,"$18,553,948"
Project X,"$18,532,286"
The Big Easy,"$17,685,307"
The Aristocats1987 Re-release,"$17,452,658"
Born in East L.A.,"$17,355,263"
Masters of the Universe,"$17,336,370"
Angel Heart,"$17,185,632"
Burglar,"$16,337,355"
Over the Top,"$16,057,580"
Superman IV: The Quest for Peace,"$15,681,020"
Flowers in the Attic,"$15,151,736"
Radio Days,"$14,792,779"
Hellraiser,"$14,564,027"
Ishtar,"$14,375,181"
Prince of Darkness,"$14,182,492"
Creepshow 2,"$14,000,000"
Hamburger Hill,"$13,839,404"
The Gate,"$13,539,458"
The Pick-up Artist,"$13,290,368"
Back to the Beach,"$13,110,903"
The Bedroom Window,"$12,640,385"
The Fourth Protocol,"$12,423,831"
Less Than Zero,"$12,396,383"
Fatal Beauty,"$12,046,526"
Extreme Prejudice,"$11,307,844"
Light of Day,"$10,489,617"
Disorderlies,"$10,348,437"
Someone to Watch Over Me,"$10,278,549"
Hope and Glory,"$10,021,120"
Maid to Order,"$9,868,521"
The Hidden,"$9,747,988"
From the Hip,"$9,518,342"
My Life as a Dog,"$8,345,266"
Teen Wolf Too,"$7,888,703"
House II: The Second Story,"$7,800,000"
Wanted: Dead or Alive,"$7,555,000"
Ironweed,"$7,393,346"
Who's That Girl,"$7,305,209"
Hiding Out,"$7,019,441"
Death Wish 4: The Crackdown,"$6,880,310"
The Chipmunk Adventure,"$6,804,312"
Assassination,"$6,075,793"
Evil Dead II,"$5,923,044"
Cry Freedom,"$5,899,797"
Wisdom,"$5,715,174"
Surrender,"$5,711,976"
Nadine,"$5,669,831"
The Sicilian,"$5,406,879"
Gardens of Stone,"$5,262,047"
Hollywood Shuffle,"$5,228,617"
Jean de Florette,"$4,940,939"
Hannah and Her Sisters1987 Re-release,"$4,691,838"
Leonard Part 6,"$4,615,255"
River's Edge,"$4,600,000"
Made in Heaven,"$4,572,845"
Death Before Dishonor,"$4,546,244"
The Dead,"$4,370,078"
The Color Purple1987 Re-release,"$4,292,009"
Best Seller,"$4,278,150"
Hot Pursuit,"$4,215,849"
American Ninja 2: The Confrontation,"$4,000,000"
Manon of the Spring,"$3,940,542"
My Demon Lover,"$3,922,273"
North Shore,"$3,832,228"
The Monster Squad,"$3,769,990"
Allan Quatermain and the Lost City of Gold,"$3,751,699"
Three O'Clock High,"$3,685,862"
Big Shots,"$3,390,043"
Near Dark,"$3,369,307"
Wish You Were Here,"$3,283,832"
Pinocchio and the Emperor of the Night,"$3,261,638"
Barfly,"$3,221,568"
Malone,"$3,060,858"
Sign 'o' the Times,"$3,000,073"
No Man's Land,"$2,877,571"
Heat,"$2,793,214"
The Allnighter,"$2,700,000"
Hello Mary Lou: Prom Night II,"$2,683,519"
The Care Bears Adventure in Wonderland,"$2,608,000"
House of Games,"$2,585,639"
The Stepfather,"$2,488,740"
Maurice,"$2,438,304"
Dead of Winter,"$2,413,427"
The Kindred,"$2,407,024"
Weeds,"$2,325,444"
The Squeeze,"$2,228,951"
Dark Eyes,"$2,201,428"
Russkies,"$2,189,047"
Meatballs III: Summer Job,"$2,147,228"
Morgan Stewart's Coming Home,"$2,136,381"
Date with an Angel,"$1,988,962"
The Curse,"$1,930,001"
Working Girls,"$1,777,378"
Hunk,"$1,749,956"
Personal Services,"$1,744,164"
The Big Town,"$1,733,017"
The Rosary Murders,"$1,730,337"
Matewan,"$1,680,358"
Prick Up Your Ears,"$1,654,743"
Making Mr. Right,"$1,584,970"
The Garbage Pail Kids Movie,"$1,576,615"
Three for the Road,"$1,539,000"
The Whistle Blower,"$1,500,000"
A Prayer for the Dying,"$1,432,687"
I've Heard the Mermaids Singing,"$1,408,491"
Penitentiary III,"$1,392,616"
From a Whisper to a Scream,"$1,355,728"
The Whales of August,"$1,338,198"
Steele Justice,"$1,327,740"
China Girl,"$1,262,091"
Sammy and Rosie Get Laid,"$1,196,336"
Dancers,"$1,190,416"
Return to Horror High,"$1,189,709"
Nightflyers,"$1,149,470"
Street Smart,"$1,119,112"
Swimming to Cambodia,"$1,092,911"
84 Charing Cross Road,"$1,083,486"
Housekeeping,"$1,083,282"
Cross My Heart,"$1,025,762"
In the Mood,"$999,382"
Campus Man,"$989,528"
Million Dollar Mystery,"$989,033"
Gothic,"$916,172"
The Glass Menagerie,"$895,904"
Real Men,"$873,903"
Tough Guys Don't Dance,"$858,250"
The Barbarians,"$800,000"
Beyond Therapy,"$790,000"
The Hanoi Hilton,"$760,000"
Waiting for the Moon,"$751,555"
Chuck Berry: Hail! Hail! Rock 'n' Roll,"$719,323"
Siesta,"$700,000"
Oviri,"$583,800"
Steel Dawn,"$562,187"
Amazon Women on the Moon,"$548,696"
Devil in the Flesh,"$546,904"
Man on Fire,"$519,596"
The Killing Time,"$500,283"
September,"$486,434"
The Good Father,"$421,201"
Number One with a Bullet,"$410,952"
Rain Man,"$172,825,435"
Who Framed Roger Rabbit,"$156,452,370"
Coming to America,"$128,152,301"
Big,"$114,968,774"
Twins,"$111,938,388"
Crocodile Dundee II,"$109,306,210"
Die Hard,"$83,008,852"
The Naked Gun: From the Files of Police Squad!,"$78,756,177"
Cocktail,"$78,222,753"
Beetlejuice,"$73,707,461"
Working Girl,"$63,779,477"
A Fish Called Wanda,"$62,493,712"
Scrooged,"$60,328,558"
Willow,"$57,269,863"
Beaches,"$57,041,866"
Rambo III,"$53,715,611"
Oliver & Company,"$53,279,055"
Bull Durham,"$50,888,729"
A Nightmare on Elm Street 4: The Dream Master,"$49,369,899"
The Land Before Time,"$48,092,846"
Colors,"$46,616,067"
Young Guns,"$45,661,556"
Biloxi Blues,"$43,184,798"
Dirty Rotten Scoundrels,"$42,039,085"
The Great Outdoors,"$41,455,230"
Tequila Sunrise,"$41,292,551"
Big Business,"$40,150,487"
Bambi1988 Re-release,"$39,047,150"
Midnight Run,"$38,413,606"
The Dead Pool,"$37,903,295"
Red Heat,"$34,994,648"
Dangerous Liaisons,"$34,670,720"
Mississippi Burning,"$34,603,943"
Child's Play,"$33,244,684"
The Accidental Tourist,"$32,632,093"
The Accused,"$32,078,318"
Shoot to Kill,"$29,300,090"
Ernest Saves Christmas,"$28,202,109"
Betrayed,"$25,816,139"
Funny Farm,"$25,537,221"
Alien Nation,"$25,216,243"
Gorillas in the Mist,"$24,720,479"
The Fox and the Hound1988 Re-release,"$23,556,988"
License to Drive,"$22,433,275"
Short Circuit 2,"$21,630,088"
Married to the Mob,"$21,486,757"
Punchline,"$21,042,667"
The Presidio,"$20,324,096"
Action Jackson,"$20,256,975"
Tucker: The Man and His Dream,"$19,652,638"
